description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
item -> added mod 5	1	1		100	16	361	760		2	"shld,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		45	45	corruptnum	100		1001	1001	nofreeze	100		1	1																																																																					0
item -> added mod 6	1	1		100	16	361	790		2	"shld,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		46	46	corruptnum	100		1001	1001	red-dmg	100		6	10																																																																					0
item -> added mod 7	1	1		100	16	361	820		2	"shld,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		47	47	corruptnum	100		1001	1001	red-mag	100		6	10																																																																					0
item -> added mod 8	1	1		100	16	361	850		2	"shld,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		42	42	corruptnum	100		1001	1001	cast1	100		10	10																																																																					0
Tier 3	0																																																																																																							0
item -> added mod 1	1	1		100	16	361	869		2	"shld,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		49	49	corruptnum	100		1001	1001	curse-res	100		10	20																																																																					0
item -> added mod 2	1	1		100	16	361	888		2	"shld,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		50	50	corruptnum	100		1001	1001	allskills	100		1	1																																																																					0
item -> added mod 3	1	1		100	16	361	907		2	"shld,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		51	51	corruptnum	100		1001	1001	res-all	100		22	30																																																																					0
item -> added mod 4	1	1		100	16	361	925		2	"shld,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		52	52	corruptnum	100		1001	1001	red-dmg%	100		6	6																																																																					0
item -> added mod 5	1	1		100	16	361	944		2	"shld,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		53	53	corruptnum	100		1001	1001	res-fire-max	100		4	5	res-fire	100		15	20																																																																0
item -> added mod 6	1	1		100	16	361	963		2	"shld,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		54	54	corruptnum	100		1001	1001	res-cold-max	100		4	5	res-cold	100		15	20																																																																0
item -> added mod 7	1	1		100	16	361	982		2	"shld,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		55	55	corruptnum	100		1001	1001	res-ltng-max	100		4	5	res-ltng	100		15	20																																																																0
item -> added mod 8	1	1		100	16	361	1000		2	"shld,sock,crf"	"wss,qty=1"						useitem			100	corrupt	100		56	56	corruptnum	100		1001	1001	res-pois-max	100		4	5	res-pois	100		15	20																																																																0
Generate Uniques (for testing)	0																																																																																																							0
rand weapon	0			100					1	"imma,qty=1"							"weap,uni"	99		100																																																																																				0
rand armor	0			100					1	"key,qty=1"							"tors,uni"	99		100																																																																																				0
rand helm	0			100					1	"imra,qty=1"							"helm,uni"	99		100																																																																																				0
rand boot	0			100					1	"rera,qty=1"							"boot,uni"	99		100																																																																																				0
rand belt	0			100					1	"scou,qty=1"							"belt,uni"	99		100																																																																																				0
rand shield	0			100					1	"upma,qty=1"							"shld,uni"	99		100																																																																																				0
rand gloves	0			100					1	vps							"glov,uni"	99		100																																																																																				0
rand ring	0			100					1	"wss,qty=1"							"rin,uni"	99		100																										"rin,uni"	99		100																										"rin,uni"	99		100																										0
phys charm	0			100					1	"isc,qty=1"							"cm3,mag"	95		100	dmg-max	100		6	9	att		30	60																	"cm3,mag"	95		100	dmg-max	100		6	9	att		30	60																	"cm3,mag"	95		100	dmg-max	100		6	9	att		30	60																	0
skills charm	0			100					1	"key,qty=1"							"cm1,mag"	95		100	allskills	100		1	1																					"cm1,mag"	95		100	allskills	100		1	1																					"cm1,mag"	95		100	allskills	100		1	1																					0
exp charm	0			100	18	361	0		2	"cm2,mag"	"wss,qty=1"						useitem	95		100	corrupt	100		1	1	corruptnum	100		1001	1001	addxp	100		10	10																																																																					0
frw charm	0			100	18	361	0		2	"cm3,mag"	"wss,qty=1"						useitem	95		100	corrupt	100		1	1	corruptnum	100		1001	1001	move2	100		107	107																																																																					0
Lightsong - Eth weap	1			100					2	"weap,noe"	lsvl						useitem	95		100	ethereal	100		1	1																																																																															0
Lightsong - Eth armor	1			100					2	"armo,noe"	lsvl						useitem	95		100	ethereal	100		1	1																																																																															0
Lillith's Mirror weap (magic)	1			100					2	"weap,mag"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror armo (magic)	1			100					2	"armo,mag"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror ring (magic)	1			100					2	"ring,mag"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror amul (magic)	1			100					2	"amul,mag"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror jewl (magic)	1			100					2	"jew,mag"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror weap (rare)	1			100					2	"weap,rar"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror armo (rare)	1			100					2	"armo,rar"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror ring (rare)	1			100					2	"ring,rar"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror amul (rare)	1			100					2	"amul,rar"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror jewl (rare)	1			100					2	"jew,rar"	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
magic helm + jewel + rune 17 + perfect skull -> vampiric helm	1			200					4	"helm,mag,noe"	"jewg,qty=1"	"r17g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			2	4	deadly			10	20	regen			5	10																																																																					0
magic helm + jewel + rune 17 + perfect skull -> vampiric helm	1			200					4	"helm,mag,eth"	"jewg,qty=1"	"r17g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			2	4	deadly			10	20	regen			5	10	ethereal	100		1	1																																																																0
magic light plated boots + jewel + rune 01 + perfect skull -> vampiric boots	1			100					4	"boot,mag,noe"	"jewg,qty=1"	"r01g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			2	4	res-pois-len			10	20	regen			5	10																																																																					0
magic light plated boots + jewel + rune 01 + perfect skull -> vampiric boots	1			100					4	"boot,mag,eth"	"jewg,qty=1"	"r01g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			2	4	res-pois-len			10	20	regen			5	10	ethereal	100		1	1																																																																0
magic heavy gloves + jewel + rune 16 + perfect skull -> vampiric gloves	1			100					4	"glov,mag,noe"	"jewg,qty=1"	"r16g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			2	4	deadly			5	10	regen			5	10																																																																					0
magic heavy gloves + jewel + rune 16 + perfect skull -> vampiric gloves	1			100					4	"glov,mag,eth"	"jewg,qty=1"	"r16g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			2	4	deadly			5	10	regen			5	10	ethereal	100		1	1																																																																0
magic belt + jewel + rune 02 + perfect skull -> vampiric belt	1			100					4	"belt,mag,noe"	"jewg,qty=1"	"r02g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	dmg-to-mana			10	20	regen			5	10																																																																					0
magic belt + jewel + rune 02 + perfect skull -> vampiric belt	1			100					4	"belt,mag,eth"	"jewg,qty=1"	"r02g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	dmg-to-mana			10	20	regen			5	10	ethereal	100		1	1																																																																0
magic spiked shield + jewel + rune 06 + perfect skull -> vampiric shield	1			100					4	"shld,mag,noe"	"jewg,qty=1"	"r12g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	ease			-20	-30	block			10	20																																																																					0
magic spiked shield + jewel + rune 06 + perfect skull -> vampiric shield	1			100					4	"shld,mag,eth"	"jewg,qty=1"	"r12g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	ease			-20	-30	block			10	20	ethereal	100		1	1																																																																0
magic plate mail + jewel + rune 03 + perfect skull -> vampiric body	1			100					4	"tors,mag,noe"	"jewg,qty=1"	"r03g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	ease			-20	-30	ac%			25	50																																																																					0
magic plate mail + jewel + rune 03 + perfect skull -> vampiric body	1			100					4	"tors,mag,eth"	"jewg,qty=1"	"r03g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	ease			-20	-30	ac%			25	50	ethereal	100		1	1																																																																0
magic amulet + jewel + rune 14 + perfect skull -> vampiric amulet	1			100					4	"amul,mag"	"jewg,qty=1"	"r14g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	curse-res			5	10	regen			5	10																																																																					0
magic ring + jewel + rune 15 + perfect skull  -> vampiric ring	1			100					4	"ring,mag"	"jewg,qty=1"	"r15g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			1	3	res-pois-len			10	20	regen			5	10																																																																					0
magic axe + jewel + rune 13 + perfect skull -> vampiric weapon	1			100					4	"weap,mag,noe"	"jewg,qty=1"	"r13g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	regen			5	10	dmg-undead			75	120	dmg-demon			75	120																																																																0
magic axe + jewel + rune 13 + perfect skull -> vampiric weapon	1			100					4	"weap,mag,eth"	"jewg,qty=1"	"r13g,qty=1"	"gg4z,qty=1"				"usetype,crf"		50	50	manasteal			3	6	regen			5	10	dmg-undead			75	120	dmg-demon			75	120	ethereal	100		1	1																																																											0
magic full helm + jewel + rune 03 + perfect topaz -> bountiful helm	1			200					4	"helm,mag,noe"	"jewg,qty=1"	"r03g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	ac%			25	50																																																																					0
magic full helm + jewel + rune 03 + perfect topaz -> bountiful helm	1			200					4	"helm,mag,eth"	"jewg,qty=1"	"r03g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	ac%			25	50	ethereal	100		1	1																																																																0
magic chain boots + jewel + rune 16 + perfect topaz -> bountiful boots	1			100					4	"boot,mag,noe"	"jewg,qty=1"	"r16g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			15	25	light			1	3	ac%			25	50																																																																					0
magic chain boots + jewel + rune 16 + perfect topaz -> bountiful boots	1			100					4	"boot,mag,eth"	"jewg,qty=1"	"r16g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			15	25	light			1	3	ac%			25	50	ethereal	100		1	1																																																																0
magic chain gloves + jewel + rune 15 + perfect topaz -> bountiful gloves	1			100					4	"glov,mag,noe"	"jewg,qty=1"	"r15g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			15	25	light			1	3	ac%			25	50																																																																					0
magic chain gloves + jewel + rune 15 + perfect topaz -> bountiful gloves	1			100					4	"glov,mag,eth"	"jewg,qty=1"	"r15g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			15	25	light			1	3	ac%			25	50	ethereal	100		1	1																																																																0
magic heavy belt + jewel + rune 01 + perfect topaz -> bountiful belt	1			100					4	"belt,mag,noe"	"jewg,qty=1"	"r01g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	ac%			25	50																																																																					0
magic heavy belt + jewel + rune 01 + perfect topaz -> bountiful belt	1			100					4	"belt,mag,eth"	"jewg,qty=1"	"r01g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	ac%			25	50	ethereal	100		1	1																																																																0
magic gothic shield + jewel + rune 14 + perfect topaz  -> bountiful shield	1			100					4	"shld,mag,noe"	"jewg,qty=1"	"r14g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	block			10	20																																																																					0
magic gothic shield + jewel + rune 14 + perfect topaz -> bountiful shield	1			100					4	"shld,mag,eth"	"jewg,qty=1"	"r14g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	block			10	20	ethereal	100		1	1																																																																0
magic field plate + jewel + rune 02 + perfect topaz -> bountiful body	1			100					4	"tors,mag,noe"	"jewg,qty=1"	"r02g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	ac%			25	50																																																																					0
magic field plate + jewel + rune 02 + perfect topaz -> bountiful body	1			100					4	"tors,mag,eth"	"jewg,qty=1"	"r02g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	ac%			25	50	ethereal	100		1	1																																																																0
magic amulet + jewel + rune 18 + perfect topaz -> bountiful amulet	1			100					4	"amul,mag"	"jewg,qty=1"	"r18g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	vit			10	20																																																																					0
magic ring + jewel + rune 17 + perfect topaz -> bountiful ring	1			100					4	"ring,mag"	"jewg,qty=1"	"r17g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			10	15	light			1	3	vit			5	10																																																																					0
magic blunt + jewel + rune 13 + perfect topaz -> bountiful weapon	1			100					4	"weap,mag,noe"	"jewg,qty=1"	"r13g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	dmg%			55	80																																																																					0
magic blunt + jewel + rune 13 + perfect topaz -> bountiful weapon	1			100					4	"weap,mag,eth"	"jewg,qty=1"	"r13g,qty=1"	"gg4t,qty=1"				"usetype,crf"		50	50	mag%			20	30	light			1	3	dmg%			55	80	ethereal	100		1	1																																																																0
rathma ingredients	1			100					3	"rtmv,qty=1"	"Hellfire Torch"	"rtmo,qty=1"					rtma																																																																																							0
fragment -> jawbone	1			100					2	"rtmf,qty=2"	"Hellfire Torch"						rtmo																																																																																							0
Jewel -> Jewel Fragments x15	1			100					2	"key,qty=1"	"jew,qty=15"						useitem			100																										"jewf,qty=15"			100																																																							0
Jewel -> Jewel Fragments x14	1			100					2	"key,qty=1"	"jew,qty=14"						useitem			100																										"jewf,qty=14"			100																																																							0
Jewel -> Jewel Fragments x13	1			100					2	"key,qty=1"	"jew,qty=13"						useitem			100																										"jewf,qty=13"			100																																																							0
Jewel -> Jewel Fragments x12	1			100					2	"key,qty=1"	"jew,qty=12"						useitem			100																										"jewf,qty=12"			100																																																							0
Jewel -> Jewel Fragments x11	1			100					2	"key,qty=1"	"jew,qty=11"						useitem			100																										"jewf,qty=11"			100																																																							0
Jewel -> Jewel Fragments x10	1			100					2	"key,qty=1"	"jew,qty=10"						useitem			100																										"jewf,qty=10"			100																																																							0
Jewel -> Jewel Fragments x9	1			100					2	"key,qty=1"	"jew,qty=9"						useitem			100																										"jewf,qty=9"			100																																																							0
Jewel -> Jewel Fragments x8	1			100					2	"key,qty=1"	"jew,qty=8"						useitem			100																										"jewf,qty=8"			100																																																							0
Jewel -> Jewel Fragments x7	1			100					2	"key,qty=1"	"jew,qty=7"						useitem			100																										"jewf,qty=7"			100																																																							0
Jewel -> Jewel Fragments x6	1			100					2	"key,qty=1"	"jew,qty=6"						useitem			100																										"jewf,qty=6"			100																																																							0
Jewel -> Jewel Fragments x5	1			100					2	"key,qty=1"	"jew,qty=5"						useitem			100																										"jewf,qty=5"			100																																																							0
Jewel -> Jewel Fragments x4	1			100					2	"key,qty=1"	"jew,qty=4"						useitem			100																										"jewf,qty=4"			100																																																							0
Jewel -> Jewel Fragments x3	1			100					2	"key,qty=1"	"jew,qty=3"						useitem			100																										"jewf,qty=3"			100																																																							0
Jewel -> Jewel Fragments x2	1			100					2	"key,qty=1"	"jew,qty=2"						useitem			100																										"jewf,qty=2"			100																																																							0
Jewel -> Jewel Fragments	1			100					2	"key,qty=1"	jew						useitem			100																										jewf			100																																																							0
1 Wirt's leg + 1 rathma tp book -> portal to cow lvl + rathma tp book	1			100	28				2	leg	rtp						Cow Portal																													rtp																																																										0
uber ancients ingredients -> uber ancients	1			100					3	"ubaa,qty=1"	"ubab,qty=1"	"ubac,qty=1"					uba																																																																																							0
rare full helm + jewel + rune 06 + perfect sapphire -> hitpower helm	1			200					4	"helm,rar,noe"	"jewg,qty=1"	"r06g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	att			100	200																																																																					0
rare full helm + jewel + rune 06 + perfect sapphire -> eth hitpower helm	1			200					4	"helm,rar,eth"	"jewg,qty=1"	"r06g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	att			100	200	ethereal	100		1	1																																																																0
rare chain boots + jewel + rune 08 + perfect sapphire -> hitpower boots	1			100					4	"boot,rar,noe"	"jewg,qty=1"	"r08g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	10	ac-hth			25	60																																																																					0
rare chain boots + jewel + rune 08 + perfect sapphire -> eth hitpower boots	1			100					4	"boot,rar,eth"	"jewg,qty=1"	"r08g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	10	ac-hth			25	60	ethereal	100		1	1																																																																0
rare chain gloves + jewel + rune 09 + perfect sapphire -> hitpower gloves	1			100					4	"glov,rar,noe"	"jewg,qty=1"	"r09g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	reduce-ac			10	20	knock			1	1																																																																					0
rare chain gloves + jewel + rune 09 + perfect sapphire -> hitpower gloves	1			100					4	"glov,rar,eth"	"jewg,qty=1"	"r09g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	reduce-ac			10	20	knock			1	1	ethereal	100		1	1																																																																0
rare heavy belt + jewel + rune 07 + perfect sapphire -> hitpower belt	1			100					4	"belt,rar,noe"	"jewg,qty=1"	"r07g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	dmg-to-mana			5	10																																																																					0
rare heavy belt + jewel + rune 07 + perfect sapphire -> hitpower belt	1			100					4	"belt,rar,eth"	"jewg,qty=1"	"r07g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	balance1			10	20	dmg-to-mana			5	10	ethereal	100		1	1																																																																0
rare gothic shield + jewel + rune 05 + perfect sapphire -> hitpower shield	1			100					4	"shld,rar,noe"	"jewg,qty=1"	"r05g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	block2			20	30	block			10	20																																																																					0
rare gothic shield + jewel + rune 05 + perfect sapphire -> hitpower shield	1			100					4	"shld,rar,eth"	"jewg,qty=1"	"r05g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	block2			20	30	block			10	20	ethereal	100		1	1																																																																0
rare field plate + jewel + rune 04 + perfect sapphire -> hitpower body	1			100					4	"tors,rar,noe"	"jewg,qty=1"	"r04g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	ac%			25	50	balance1			20	40																																																																					0
rare field plate + jewel + rune 04 + perfect sapphire -> hitpower body	1			100					4	"tors,rar,eth"	"jewg,qty=1"	"r04g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	ac%			25	50	balance1			20	40	ethereal	100		1	1																																																																0
rare amulet + jewel + rune 10 + perfect sapphire -> hitpower amulet	1			100					4	"amul,rar"	"jewg,qty=1"	"r10g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	att			150	250	balance1			10	20																																																																					0
rare ring + jewel + rune 11 + perfect sapphire -> hitpower ring	1			100					4	"ring,rar"	"jewg,qty=1"	"r11g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	dmg-max			1	4	dex			5	10																																																																					0
rare blunt + jewel + rune 03 + perfect sapphire -> hitpower weapon	1			100					4	"weap,rar,noe"	"jewg,qty=1"	"r03g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	reduce-ac			10	20	dmg%			50	80																																																																					0
rare blunt + jewel + rune 03 + perfect sapphire -> hitpower weapon	1			100					4	"weap,rar,eth"	"jewg,qty=1"	"r03g,qty=1"	"gg4s,qty=1"				"usetype,crf"		50	50	gethit-skill		44	5	4	reduce-ac			10	20	dmg%			50	80	ethereal	100		1	1																																																																0
rare helm + jewel + rune 08 + perfect ruby -> blood helm	1			200					4	"helm,rar,noe"	"jewg,qty=1"	"r08g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			10	20																																																																					0
rare helm + jewel + rune 08 + perfect ruby -> blood helm	1			200					4	"helm,rar,eth"	"jewg,qty=1"	"r08g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			10	20	ethereal	100		1	1																																																																0
rare light plated boots + jewel + rune 05 + perfect ruby -> blood boots	1			100					4	"boot,rar,noe"	"jewg,qty=1"	"r05g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	regen			15	30																																																																					0
rare light plated boots + jewel + rune 05 + perfect ruby -> blood boots	1			100					4	"boot,rar,eth"	"jewg,qty=1"	"r05g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	regen			15	30	ethereal	100		1	1																																																																0
rare heavy gloves + jewel + rune 04 + perfect ruby -> blood gloves	1			100					4	"glov,rar,noe"	"jewg,qty=1"	"r04g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			5	10																																																																					0
rare heavy gloves + jewel + rune 04 + perfect ruby -> blood gloves	1			100					4	"glov,rar,eth"	"jewg,qty=1"	"r04g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			2	4	hp			10	20	crush			5	10	ethereal	100		1	1																																																																0
rare belt + jewel + rune 07 + perfect ruby -> blood belt	1			100					4	"belt,rar,noe"	"jewg,qty=1"	"r07g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	openwounds			10	20																																																																					0
rare belt + jewel + rune 07 + perfect ruby -> blood belt	1			100					4	"belt,rar,eth"	"jewg,qty=1"	"r07g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	openwounds			10	20	ethereal	100		1	1																																																																0
rare spiked shield + jewel + rune 06 + perfect ruby -> blood shield	1			100					4	"shld,rar,noe"	"jewg,qty=1"	"r06g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	block			10	20																																																																					0
rare spiked shield + jewel + rune 06 + perfect ruby -> blood shield	1			100					4	"shld,rar,eth"	"jewg,qty=1"	"r06g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	block			10	20	ethereal	100		1	1																																																																0
rare plate mail + jewel + rune 10 + perfect ruby -> blood body	1			100					4	"tors,rar,noe"	"jewg,qty=1"	"r10g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			20	40	heal-kill			3	6																																																																					0
rare plate mail + jewel + rune 10 + perfect ruby -> blood body	1			100					4	"tors,rar,eth"	"jewg,qty=1"	"r10g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			20	40	heal-kill			3	6	ethereal	100		1	1																																																																0
rare amulet + jewel + rune 11 + perfect ruby -> blood amulet	1			100					4	"amul,rar"	"jewg,qty=1"	"r11g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	heal-kill			3	6	hp			10	20	move1			10	10																																																																					0
rare ring + jewel + rune 12 + perfect ruby -> blood ring	1			100					4	"ring,rar"	"jewg,qty=1"	"r12g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			1	3	hp			10	20	str			5	10																																																																					0
rare axe + jewel + rune 09 + perfect ruby -> blood weapon	1			100					4	"weap,rar,noe"	"jewg,qty=1"	"r09g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	dmg%			50	80																																																																					0
rare axe + jewel + rune 09 + perfect ruby -> blood weapon	1			100					4	"weap,rar,eth"	"jewg,qty=1"	"r09g,qty=1"	"gg4r,qty=1"				"usetype,crf"		50	50	lifesteal			3	6	hp			10	20	dmg%			50	80	ethereal	100		1	1																																																																0
rare mask + jewel + rune 04 + perfect amethyst -> caster helm	1			200					4	"helm,rar,noe"	"jewg,qty=1"	"r04g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast2			5	10	mana			10	20	regen-mana			4	10																																																																					0
rare mask + jewel + rune 04 + perfect amethyst -> caster helm	1			200					4	"helm,rar,eth"	"jewg,qty=1"	"r04g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast2			5	10	mana			10	20	regen-mana			4	10	ethereal	100		1	1																																																																0
rare boots + jewel + rune 10 + perfect amethyst -> caster boots	1			100					4	"boot,rar,noe"	"jewg,qty=1"	"r10g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	regen-mana			4	10	mana			10	20	mana%			5	10																																																																					0
rare boots + jewel + rune 10 + perfect amethyst -> caster boots	1			100					4	"boot,rar,eth"	"jewg,qty=1"	"r10g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	regen-mana			4	10	mana			10	20	mana%			5	10	ethereal	100		1	1																																																																0
rare leather gloves + jewel + rune 09 + perfect amethyst -> caster gloves	1			100					4	"glov,rar,noe"	"jewg,qty=1"	"r09g,qty=1"	"gg4a,qty=1"				"usetype,crf"		50	50	cast2			5	10	mana			10	20	mana-kill			1	3																																																																					0
